outcode,county
LE13,LEICESTER
LE13,LEICESTERSHIRE
LE13,RUTLAND
LE14,CITY OF NOTTINGHAM
LE14,LEICESTER
LE14,LEICESTERSHIRE
LE14,NOTTINGHAMSHIRE
LE14,RUTLAND
LE15,LEICESTER
LE15,LEICESTERSHIRE
LE15,LINCOLNSHIRE
LE15,NORTH NORTHAMPTONSHIRE
LE15,NORTHAMPTONSHIRE
LE15,RUTLAND
LE16,LEICESTER
LE16,LEICESTERSHIRE
LE16,NORTH NORTHAMPTONSHIRE
LE16,NORTHAMPTONSHIRE
LE16,RUTLAND
LE16,WEST NORTHAMPTONSHIRE
LE17,LEICESTER
LE17,LEICESTERSHIRE
LE17,NORTHAMPTONSHIRE
LE17,RUTLAND
LE17,WARWICKSHIRE
LE17,WEST NORTHAMPTONSHIRE
LE18,LEICESTER
LE18,LEICESTERSHIRE
LE19,LEICESTER
LE19,LEICESTERSHIRE
LE20,LEICESTER
LE21,LEICESTER
LE21,LEICESTERSHIRE
LE22,LEICESTER
LE22,LEICESTERSHIRE
LE23,LEICESTER
LE23,LEICESTERSHIRE
LE24,LEICESTER
LE24,LEICESTERSHIRE
LE25,LEICESTER
LE25,LEICESTERSHIRE
LE26,LEICESTER
LE27,LEICESTER
LE27,LEICESTERSHIRE
LE28,LEICESTER
LE28,LEICESTERSHIRE
LE29,BUCKINGHAMSHIRE
LE29,LEICESTER
LE29,LEICESTERSHIRE
LE30,LEICESTER
LE31,LEICESTER
LE31,RUTLAND
LE32,LEICESTER
LE32,LEICESTERSHIRE
LE32,RUTLAND
LE33,LEICESTER
LE33,LEICESTERSHIRE
LE35,LEICESTER
LE36,LEICESTER
LE36,LEICESTERSHIRE
LE38,LEICESTER
LE38,LEICESTERSHIRE
LE39,LEICESTER
LE39,LEICESTERSHIRE
LE39,RUTLAND
LE40,LEICESTER
LE40,LEICESTERSHIRE
LE41,LEICESTER
LE41,LEICESTERSHIRE
LE42,LEICESTER
LE42,LEICESTERSHIRE
LE43,LEICESTER
LE43,LEICESTERSHIRE
LE44,LEICESTER
LE44,LEICESTERSHIRE
LE45,LEICESTER
LE45,LEICESTERSHIRE
LE46,LEICESTER
LE47,LEICESTER
LE47,LEICESTERSHIRE
LE48,LEICESTER
LE48,LEICESTERSHIRE
LE49,LEICESTER
LE49,LEICESTERSHIRE
LE50,LEICESTER
LE51,LEICESTER
LE51,LEICESTERSHIRE
LE52,LEICESTER
LE52,LEICESTERSHIRE
LE52,RUTLAND
LE53,LEICESTER
LE54,LEICESTER
LE55,LEICESTER
LE55,LEICESTERSHIRE
LE56,LEICESTER
LE56,LEICESTERSHIRE
LE60,LEICESTER
LE60,LEICESTERSHIRE
LE65,DERBYSHIRE
LE65,LEICESTER
LE65,LEICESTERSHIRE
LE67,LEICESTER
LE67,LEICESTERSHIRE
LE67,RUTLAND
LE71,LEICESTER
LE71,LEICESTERSHIRE
LE72,LEICESTER
LE72,LEICESTERSHIRE
LE73,LEICESTER
LE73,LEICESTERSHIRE
LE74,LEICESTERSHIRE
LE76,LEICESTERSHIRE
LE77,LEICESTER
LE77,LEICESTERSHIRE
LE79,LEICESTER
LE79,LEICESTERSHIRE
LE80,DERBYSHIRE
LE80,LEICESTER
LE80,LEICESTERSHIRE
LE80,RUTLAND
LE84,LEICESTER
LE84,LEICESTERSHIRE
LE85,LEICESTER
LE85,LEICESTERSHIRE
LE86,LEICESTER
LE86,LEICESTERSHIRE
LE87,LEICESTER
LE88,LEICESTER
LE88,LEICESTERSHIRE
LE89,LEICESTER
LE89,LEICESTERSHIRE
LE91,LEICESTER
LE91,LEICESTERSHIRE
LE92,LEICESTER
LE92,LEICESTERSHIRE
LE93,LEICESTER
LE93,LEICESTERSHIRE
LE94,LEICESTER
LE94,LEICESTERSHIRE
LE95,LEICESTERSHIRE
LE96,LEICESTER
LE96,LEICESTERSHIRE
LE96,RUTLAND
LE97,LEICESTER
LE97,LEICESTERSHIRE
LE98,LEICESTER
LE98,LEICESTERSHIRE
LE99,LEICESTER
LE99,LEICESTERSHIRE
LL11,CAERPHILLY
LL11,CLWYD
LL11,CONWY
LL11,DENBIGHSHIRE
LL11,FLINTSHIRE
LL11,NEATH PORT TALBOT
LL11,POWYS
LL11,WREXHAM
LL12,CAERPHILLY
LL12,CARMARTHENSHIRE
LL12,CLWYD
LL12,CONWY
LL12,DENBIGHSHIRE
LL12,FLINTSHIRE
LL12,NEATH PORT TALBOT
LL12,SWANSEA
LL12,WREXHAM
LL13,CLWYD
LL13,DENBIGHSHIRE
LL13,FLINTSHIRE
LL13,GWYNEDD
LL13,NEWPORT
LL13,POWYS
LL13,SWANSEA
LL13,TORFAEN
LL13,WREXHAM
LL14,CLWYD
LL14,DENBIGHSHIRE
LL14,SHROPSHIRE
LL14,WREXHAM
LL15,CLWYD
LL15,DENBIGHSHIRE
LL15,ISLE OF ANGLESEY
LL15,WREXHAM
LL16,CLWYD
LL16,CONWY
LL16,DENBIGHSHIRE
LL16,FLINTSHIRE
LL16,ISLE OF ANGLESEY
LL16,WREXHAM
LL17,CLWYD
LL17,CONWY
LL17,DENBIGHSHIRE
LL17,GWYNEDD
LL17,WREXHAM
LL18,CEREDIGION
LL18,CLWYD
LL18,CONWY
LL18,DENBIGHSHIRE
LL18,FLINTSHIRE
LL18,ISLE OF ANGLESEY
LL18,NEWPORT
LL18,WREXHAM
LL19,CLWYD
LL19,CONWY
LL19,DENBIGHSHIRE
LL19,FLINTSHIRE
LL19,ISLE OF ANGLESEY
LL19,WREXHAM
LL20,BLAENAU GWENT
LL20,CLWYD
LL20,CONWY
LL20,DENBIGHSHIRE
LL20,FLINTSHIRE
LL20,GWYNEDD
LL20,WREXHAM
LL21,CLWYD
LL21,CONWY
LL21,DENBIGHSHIRE
LL21,GWYNEDD
LL21,ISLE OF ANGLESEY
LL21,WREXHAM
LL22,CAERPHILLY
LL22,CLWYD
LL22,CONWY
LL22,DENBIGHSHIRE
LL22,FLINTSHIRE
LL22,GWYNEDD
LL22,NEWPORT
LL22,RHONDDA CYNON TAFF
LL23,GWYNEDD
LL24,CONWY
LL24,FLINTSHIRE
LL24,GWYNEDD
LL25,CONWY
LL25,GWYNEDD
LL26,CONWY
LL26,DENBIGHSHIRE
LL26,GWYNEDD
LL27,CONWY
LL27,GWYNEDD
LL28,CLWYD
LL28,CONWY
LL28,DENBIGHSHIRE
LL28,FLINTSHIRE
LL28,GWYNEDD
LL29,CLWYD
LL29,CONWY
LL29,DENBIGHSHIRE
LL29,FLINTSHIRE
LL29,GWYNEDD
LL29,ISLE OF ANGLESEY
LL30,CLWYD
LL30,CONWY
LL30,DENBIGHSHIRE
LL30,FLINTSHIRE
LL30,GWYNEDD
LL30,RHONDDA CYNON TAFF
LL31,CONWY
LL31,DENBIGHSHIRE
LL31,GWYNEDD
LL31,POWYS
LL32,CONWY
LL32,FLINTSHIRE
LL32,GWYNEDD
LL32,NEATH PORT TALBOT
LL33,CONWY
LL33,GWYNEDD
LL33,ISLE OF ANGLESEY
LL34,CONWY
LL34,GWYNEDD
LL35,CONWY
LL35,GWYNEDD
LL35,POWYS
LL36,CONWY
LL36,GWYNEDD
LL36,WEST MIDLANDS
LL37,GWYNEDD
LL38,GWENT
LL38,GWYNEDD
LL39,GWYNEDD
LL40,GWYNEDD
LL40,ISLE OF ANGLESEY
LL41,BLAENAU GWENT
LL41,GWYNEDD
LL42,GWYNEDD
LL43,GWYNEDD
LL44,GWYNEDD
LL45,GWYNEDD
LL46,GWYNEDD
LL47,GWYNEDD
LL48,CONWY
LL48,GWYNEDD
LL48,ISLE OF ANGLESEY
LL49,CAERPHILLY
LL49,CONWY
LL49,GWYNEDD
LL49,ISLE OF ANGLESEY
LL51,GWYNEDD
LL52,GWYNEDD
LL53,CONWY
LL53,FLINTSHIRE
LL53,GWYNEDD
LL53,ISLE OF ANGLESEY
LL54,FLINTSHIRE
LL54,GWYNEDD
LL55,CARDIFF
LL55,CONWY
LL55,GWYNEDD
LL55,ISLE OF ANGLESEY
LL55,NEWPORT
LL55,POWYS
LL55,WREXHAM
LL56,GWYNEDD
LL56,ISLE OF ANGLESEY
LL57,CONWY
LL57,GWYNEDD
LL57,ISLE OF ANGLESEY
LL57,RHONDDA CYNON TAFF
LL57,TORFAEN
LL58,DENBIGHSHIRE
LL58,GWYNEDD
LL58,ISLE OF ANGLESEY
LL59,GWYNEDD
LL59,ISLE OF ANGLESEY
LL60,GWYNEDD
LL60,ISLE OF ANGLESEY
LL61,BLACKPOOL
LL61,GWYNEDD
LL61,ISLE OF ANGLESEY
LL62,DENBIGHSHIRE
LL62,GWYNEDD
LL62,ISLE OF ANGLESEY
LL63,GWYNEDD
LL63,ISLE OF ANGLESEY
LL64,GWYNEDD
LL64,ISLE OF ANGLESEY
LL65,CONWY
LL65,DENBIGHSHIRE
LL65,GWYNEDD
LL65,ISLE OF ANGLESEY
LL65,MERTHYR TYDFIL
LL65,RHONDDA CYNON TAFF
LL66,GWYNEDD
LL66,ISLE OF ANGLESEY
LL67,GWYNEDD
LL67,ISLE OF ANGLESEY
LL68,GWYNEDD
LL68,ISLE OF ANGLESEY
LL69,GWYNEDD
LL69,ISLE OF ANGLESEY
LL70,GWYNEDD
LL70,ISLE OF ANGLESEY
LL71,GWYNEDD
LL71,ISLE OF ANGLESEY
LL72,GWYNEDD
LL72,ISLE OF ANGLESEY
LL73,GWYNEDD
LL73,ISLE OF ANGLESEY
LL74,DENBIGHSHIRE
LL74,GWYNEDD
LL74,ISLE OF ANGLESEY
LL75,GWYNEDD
LL75,ISLE OF ANGLESEY
LL76,GWYNEDD
LL76,ISLE OF ANGLESEY
LL77,GWYNEDD
LL77,ISLE OF ANGLESEY
LL78,GWYNEDD
LL78,ISLE OF ANGLESEY
LN10,LINCOLNSHIRE
LN11,LINCOLNSHIRE
LN12,LINCOLNSHIRE
LN12,NOTTINGHAMSHIRE
LN13,LINCOLNSHIRE
LN14,LINCOLNSHIRE
LN15,LINCOLNSHIRE
LN16,LINCOLNSHIRE
LN21,LINCOLNSHIRE
LN22,LINCOLNSHIRE
LN23,LINCOLNSHIRE
LN23,NORTH LINCOLNSHIRE
LN24,LINCOLNSHIRE
LN24,NORTH LINCOLNSHIRE
LN25,LINCOLNSHIRE
LN34,LINCOLNSHIRE
LN35,LINCOLNSHIRE
LN36,LINCOLNSHIRE
LN41,LINCOLNSHIRE
LN42,LINCOLNSHIRE
LN43,LINCOLNSHIRE
LN44,LINCOLNSHIRE
LN47,LINCOLNSHIRE
LN50,LINCOLNSHIRE
LN57,LINCOLNSHIRE
LN58,LINCOLNSHIRE
LN59,CORNWALL
LN59,HERTFORDSHIRE
LN59,LINCOLNSHIRE
LN60,LINCOLNSHIRE
LN63,LINCOLNSHIRE
LN64,LINCOLNSHIRE
LN65,LINCOLNSHIRE
LN66,LINCOLNSHIRE
LN67,LINCOLNSHIRE
LN68,LINCOLNSHIRE
LN69,LINCOLNSHIRE
LN69,NOTTINGHAMSHIRE
LN76,HUMBERSIDE
LN76,LINCOLNSHIRE
LN76,NORTH EAST LINCOLNSHIRE
LN76,NORTH LINCOLNSHIRE
LN82,LINCOLNSHIRE
LN83,LINCOLNSHIRE
LN85,LINCOLNSHIRE
LN86,LINCOLNSHIRE
LN86,NORTH EAST LINCOLNSHIRE
LN95,LINCOLNSHIRE
LN96,LINCOLNSHIRE
LR24,MERSEYSIDE
LS10,WEST YORKSHIRE
LS11,WEST YORKSHIRE
LS12,WEST YORKSHIRE
LS13,WEST YORKSHIRE
LS14,WEST YORKSHIRE
LS15,WEST YORKSHIRE
LS16,LEICESTERSHIRE
LS16,WEST YORKSHIRE
LS17,NORTH YORKSHIRE
LS17,WEST YORKSHIRE
LS18,WEST YORKSHIRE
LS19,WEST YORKSHIRE
LS20,WEST YORKSHIRE
LS21,NORTH YORKSHIRE
LS21,WEST YORKSHIRE
LS21,YORK
LS22,NORTH YORKSHIRE
LS22,WEST YORKSHIRE
LS23,WEST YORKSHIRE
LS24,NORTH YORKSHIRE
LS24,WEST YORKSHIRE
LS24,YORK
LS25,NORTH YORKSHIRE
LS25,WEST YORKSHIRE
LS25,YORK
LS26,WEST YORKSHIRE
LS27,WEST YORKSHIRE
LS28,WEST YORKSHIRE
LS29,EAST RIDING OF YORKSHIRE
LS29,NORTH YORKSHIRE
LS29,WEST YORKSHIRE
LS29,YORK
LS31,WEST YORKSHIRE
LS39,POWYS
LS42,WEST YORKSHIRE
LS52,WEST YORKSHIRE
LS53,WEST YORKSHIRE
LS61,WEST YORKSHIRE
LS62,WEST YORKSHIRE
LS63,WEST YORKSHIRE
LS64,WEST YORKSHIRE
LS71,WEST YORKSHIRE
LS72,WEST YORKSHIRE
LS73,WEST YORKSHIRE
LS74,WEST YORKSHIRE
LS81,WEST YORKSHIRE
LS82,WEST YORKSHIRE
LS83,WEST YORKSHIRE
LS84,WEST YORKSHIRE
LS85,WEST YORKSHIRE
LS90,WEST YORKSHIRE
LS96,SOUTH YORKSHIRE
LS96,WEST YORKSHIRE
LS97,WEST YORKSHIRE
LS98,WEST YORKSHIRE
LS99,WEST YORKSHIRE
LU11,BEDFORDSHIRE
LU11,CENTRAL BEDFORDSHIRE
LU11,ESSEX
LU11,LUTON
LU12,LUTON
LU13,BEDFORD
LU13,BEDFORDSHIRE
LU13,CENTRAL BEDFORDSHIRE
LU13,LUTON
LU14,BEDFORD
LU14,BEDFORDSHIRE
LU14,CENTRAL BEDFORDSHIRE
LU14,HERTFORDSHIRE
LU14,LUTON
LU15,BEDFORDSHIRE
LU15,LUTON
LU20,BEDFORD
LU20,BEDFORDSHIRE
LU20,LUTON
LU27,BEDFORD
LU27,BEDFORDSHIRE
LU27,CENTRAL BEDFORDSHIRE
LU27,LUTON
LU28,BEDFORDSHIRE
LU28,CENTRAL BEDFORDSHIRE
LU28,HERTFORDSHIRE
LU28,LUTON
LU29,BEDFORD
LU29,BEDFORDSHIRE
LU29,CENTRAL BEDFORDSHIRE
LU29,HERTFORDSHIRE
LU29,LUTON
LU31,BEDFORDSHIRE
LU31,LUTON
LU32,BEDFORDSHIRE
LU32,CENTRAL BEDFORDSHIRE
LU32,LUTON
LU33,BEDFORD
LU33,BEDFORDSHIRE
LU33,CENTRAL BEDFORDSHIRE
LU33,LUTON
LU34,BEDFORD
LU34,BEDFORDSHIRE
LU34,LUTON
LU40,BEDFORD
LU40,BEDFORDSHIRE
LU40,LUTON
LU48,BEDFORDSHIRE
LU48,LUTON
LU49,BEDFORD
LU49,BEDFORDSHIRE
LU49,CENTRAL BEDFORDSHIRE
LU49,LUTON
LU54,BEDFORD
LU54,BEDFORDSHIRE
LU54,CENTRAL BEDFORDSHIRE
LU54,LUTON
LU55,BEDFORD
LU55,BEDFORDSHIRE
LU55,CENTRAL BEDFORDSHIRE
LU55,LUTON
LU56,BEDFORD
LU56,BEDFORDSHIRE
LU56,CENTRAL BEDFORDSHIRE
LU56,LUTON
LU57,CENTRAL BEDFORDSHIRE
LU61,BEDFORD
LU61,BEDFORDSHIRE
LU61,CENTRAL BEDFORDSHIRE
LU61,LUTON
LU62,BEDFORD
LU62,BEDFORDSHIRE
LU62,BUCKINGHAMSHIRE
LU62,CENTRAL BEDFORDSHIRE
LU63,BEDFORD
LU63,BEDFORDSHIRE
LU63,CENTRAL BEDFORDSHIRE
LU63,HERTFORDSHIRE
LU63,LUTON
LU64,CENTRAL BEDFORDSHIRE
LU70,BEDFORD
LU70,BEDFORDSHIRE
LU70,BUCKINGHAMSHIRE
LU70,CENTRAL BEDFORDSHIRE
LU70,MILTON KEYNES
LU71,BEDFORD
LU71,BEDFORDSHIRE
LU71,CENTRAL BEDFORDSHIRE
LU72,BEDFORD
LU72,BEDFORDSHIRE
LU72,BUCKINGHAMSHIRE
LU72,CENTRAL BEDFORDSHIRE
LU72,LUTON
LU73,BEDFORD
LU73,BEDFORDSHIRE
LU73,CENTRAL BEDFORDSHIRE
LU73,LUTON
LU74,BEDFORDSHIRE
LU74,CENTRAL BEDFORDSHIRE
LU77,BEDFORDSHIRE
LU77,CENTRAL BEDFORDSHIRE
LU78,BEDFORDSHIRE
LU78,CENTRAL BEDFORDSHIRE
LU79,BEDFORD
LU79,BEDFORDSHIRE
LU79,BUCKINGHAMSHIRE
LU79,CENTRAL BEDFORDSHIRE
LU79,LUTON
M11,GREATER MANCHESTER
M12,GREATER MANCHESTER
M13,GREATER MANCHESTER
M14,GREATER MANCHESTER
M15,GREATER MANCHESTER
M16,GREATER MANCHESTER
M17,GREATER MANCHESTER
M18,GREATER MANCHESTER
M19,GREATER MANCHESTER
M20,GREATER MANCHESTER
M21,GREATER MANCHESTER
M22,CHESHIRE
M22,CHESHIRE EAST
M22,GREATER MANCHESTER
M23,GREATER MANCHESTER
M24,GREATER MANCHESTER
M25,GREATER MANCHESTER
M26,GREATER MANCHESTER
M27,GREATER MANCHESTER
M28,GREATER MANCHESTER
M29,GREATER MANCHESTER
M30,GREATER MANCHESTER
M31,GREATER MANCHESTER
M32,GREATER MANCHESTER
M33,GREATER MANCHESTER
M34,GREATER MANCHESTER
M34,STAFFORDSHIRE
M35,GREATER MANCHESTER
M36,GREATER MANCHESTER
M37,GREATER MANCHESTER
M38,GREATER MANCHESTER
M40,GREATER MANCHESTER
M41,GREATER MANCHESTER
M42,GREATER MANCHESTER
M43,GREATER MANCHESTER
M44,GREATER MANCHESTER
M45,GREATER MANCHESTER
M46,GREATER MANCHESTER
M47,GREATER MANCHESTER
M50,GREATER MANCHESTER
M52,GREATER MANCHESTER
M53,GREATER MANCHESTER
M54,GREATER MANCHESTER
M55,GREATER MANCHESTER
M60,GREATER MANCHESTER
M65,GREATER MANCHESTER
M66,GREATER MANCHESTER
M67,GREATER MANCHESTER
M68,GREATER MANCHESTER
M71,GREATER MANCHESTER
M72,GREATER MANCHESTER
M73,GREATER MANCHESTER
M74,GREATER MANCHESTER
M80,GREATER MANCHESTER
M84,GREATER MANCHESTER
M85,GREATER MANCHESTER
M88,GREATER MANCHESTER
M89,GREATER MANCHESTER
M90,GREATER MANCHESTER
M94,GREATER MANCHESTER
M95,GREATER MANCHESTER
M96,GREATER MANCHESTER
M97,GREATER MANCHESTER
M98,GREATER MANCHESTER
M99,GREATER MANCHESTER
ME10,KENT
ME10,MEDWAY
ME11,KENT
ME11,MEDWAY
ME12,KENT
ME12,MEDWAY
ME13,KENT
ME13,MEDWAY
ME14,KENT
ME15,KENT
ME15,MEDWAY
ME16,KENT
ME16,MEDWAY
ME17,KENT
ME18,KENT
ME19,KENT
ME20,KENT
ME20,MEDWAY
ME21,KENT
ME21,MEDWAY
ME22,KENT
ME22,MEDWAY
ME23,KENT
ME23,MEDWAY
ME24,KENT
ME24,MEDWAY
ME30,KENT
ME30,MEDWAY
ME37,KENT
ME37,MEDWAY
ME38,KENT
ME38,MEDWAY
ME39,KENT
ME39,MEDWAY
ME43,KENT
ME43,MEDWAY
ME44,KENT
ME44,MEDWAY
ME45,KENT
ME45,MEDWAY
ME46,KENT
ME46,MEDWAY
ME50,KENT
ME50,MEDWAY
ME57,KENT
ME57,MEDWAY
ME58,KENT
ME58,MEDWAY
ME59,KENT
ME59,MEDWAY
ME65,KENT
ME71,KENT
ME71,MEDWAY
ME72,KENT
ME72,MEDWAY
ME73,KENT
ME73,MEDWAY
ME74,KENT
ME74,MEDWAY
ME75,KENT
ME75,MEDWAY
ME80,KENT
ME80,MEDWAY
ME86,KENT
ME86,MEDWAY
ME87,KENT
ME87,MEDWAY
ME88,KENT
ME88,MEDWAY
ME89,KENT
ME89,MEDWAY
ME90,KENT
ME97,KENT
ME97,MEDWAY
ME98,KENT
ME98,MEDWAY
ME99,KENT
MK10,BUCKINGHAMSHIRE
MK10,MILTON KEYNES
MK11,BUCKINGHAMSHIRE
MK11,LEICESTER
MK11,MILTON KEYNES
MK12,BUCKINGHAMSHIRE
MK12,MILTON KEYNES
MK13,MILTON KEYNES
MK14,MILTON KEYNES
MK15,MILTON KEYNES
MK16,BUCKINGHAMSHIRE
MK16,MILTON KEYNES
MK17,BEDFORDSHIRE
MK17,BUCKINGHAMSHIRE
MK17,CENTRAL BEDFORDSHIRE
MK17,MILTON KEYNES
MK18,BUCKINGHAMSHIRE
MK18,LEICESTER
MK18,MILTON KEYNES
MK18,NORTHAMPTONSHIRE
MK18,OXFORDSHIRE
MK19,BUCKINGHAMSHIRE
MK19,MILTON KEYNES
MK19,NORTHAMPTONSHIRE
MK19,WEST NORTHAMPTONSHIRE
MK22,BUCKINGHAMSHIRE
MK22,MILTON KEYNES
MK23,BUCKINGHAMSHIRE
MK23,MILTON KEYNES
MK35,BUCKINGHAMSHIRE
MK35,MILTON KEYNES
MK36,MILTON KEYNES
MK37,BUCKINGHAMSHIRE
MK37,MILTON KEYNES
MK40,BEDFORD
MK40,BEDFORDSHIRE
MK40,CENTRAL BEDFORDSHIRE
MK40,LUTON
MK41,BEDFORD
MK41,BEDFORDSHIRE
MK41,BUCKINGHAMSHIRE
MK41,CENTRAL BEDFORDSHIRE
MK41,LUTON
MK41,MILTON KEYNES
MK42,BEDFORD
MK42,BEDFORDSHIRE
MK42,BUCKINGHAMSHIRE
MK42,CENTRAL BEDFORDSHIRE
MK42,LUTON
MK42,MILTON KEYNES
MK43,BEDFORD
MK43,BEDFORDSHIRE
MK43,CENTRAL BEDFORDSHIRE
MK43,LUTON
MK43,MILTON KEYNES
MK44,BEDFORD
MK44,BEDFORDSHIRE
MK44,BUCKINGHAMSHIRE
MK44,CAMBRIDGESHIRE
MK44,CENTRAL BEDFORDSHIRE
MK44,LUTON
MK44,MILTON KEYNES
MK45,BEDFORD
MK45,BEDFORDSHIRE
MK45,CENTRAL BEDFORDSHIRE
MK45,ESSEX
MK45,LUTON
MK46,BEDFORD
MK46,BUCKINGHAMSHIRE
MK46,MILTON KEYNES
MK47,BEDFORD
MK55,MILTON KEYNES
MK56,BUCKINGHAMSHIRE
MK56,MILTON KEYNES
MK57,MILTON KEYNES
MK58,BUCKINGHAMSHIRE
MK58,MILTON KEYNES
MK61,MILTON KEYNES
MK62,MILTON KEYNES
MK63,MILTON KEYNES
MK64,MILTON KEYNES
MK65,MILTON KEYNES
MK76,MILTON KEYNES
MK77,MILTON KEYNES
MK78,MILTON KEYNES
MK80,MILTON KEYNES
MK81,BUCKINGHAMSHIRE
MK81,MILTON KEYNES
MK88,MILTON KEYNES
MK89,BUCKINGHAMSHIRE
MK89,MILTON KEYNES
MK91,MILTON KEYNES
MK92,MILTON KEYNES
MK93,MILTON KEYNES
MK94,BUCKINGHAMSHIRE
MK94,MILTON KEYNES
N10,GREATER LONDON
N11,CITY OF NOTTINGHAM
N11,GREATER LONDON
N12,GREATER LONDON
N13,GREATER LONDON
N14,GREATER LONDON
N15,GREATER LONDON
N16,GREATER LONDON
N17,GREATER LONDON
N18,GREATER LONDON
N19,GREATER LONDON
N1C,GREATER LONDON
N20,GREATER LONDON
N21,GREATER LONDON
N22,GREATER LONDON
N28,GREATER LONDON
N29,GREATER LONDON
N31,GREATER LONDON
N32,GREATER LONDON
N33,GREATER LONDON
N41,GREATER LONDON
N42,GREATER LONDON
N43,GREATER LONDON
N44,GREATER LONDON
N51,GREATER LONDON
N52,GREATER LONDON
N64,GREATER LONDON
N65,GREATER LONDON
N66,GREATER LONDON
N70,GREATER LONDON
N76,GREATER LONDON
N77,GREATER LONDON
N78,GREATER LONDON
N79,GREATER LONDON
N80,GREATER LONDON
N87,GREATER LONDON
N88,GREATER LONDON
N89,GREATER LONDON
N90,GREATER LONDON
N97,GREATER LONDON
N98,GREATER LONDON
N99,GREATER LONDON
NE10,TYNE AND WEAR
NE11,TYNE AND WEAR
NE12,TYNE AND WEAR
NE13,NORTHUMBERLAND
NE13,TYNE AND WEAR
NE14,TYNE AND WEAR
NE15,NORTHUMBERLAND
NE15,TYNE AND WEAR
NE16,COUNTY DURHAM
NE16,DURHAM
NE16,TYNE AND WEAR
NE17,COUNTY DURHAM
NE17,DURHAM
NE17,NORTHUMBERLAND
NE17,TYNE AND WEAR
NE18,NORTHUMBERLAND
NE18,TYNE AND WEAR
NE19,NORTHUMBERLAND
NE20,NORTHUMBERLAND
NE20,TYNE AND WEAR
NE21,TYNE AND WEAR
NE22,NORTHUMBERLAND
NE22,TYNE AND WEAR
NE23,NORTHUMBERLAND
NE23,TYNE AND WEAR
NE24,NORTHUMBERLAND
NE24,TYNE AND WEAR
NE25,NORTHUMBERLAND
NE25,TYNE AND WEAR
NE26,DURHAM
NE26,NORTHUMBERLAND
NE26,TYNE AND WEAR
NE27,TYNE AND WEAR
NE28,TYNE AND WEAR
NE29,TYNE AND WEAR
NE30,TYNE AND WEAR
NE31,TYNE AND WEAR
NE32,DURHAM
NE32,TYNE AND WEAR
NE33,TYNE AND WEAR
NE34,NORTHUMBERLAND
NE34,TYNE AND WEAR
NE35,TYNE AND WEAR
NE36,TYNE AND WEAR
NE37,TYNE AND WEAR
NE38,COUNTY DURHAM
NE38,DURHAM
NE38,TYNE AND WEAR
NE39,COUNTY DURHAM
NE39,DURHAM
NE39,TYNE AND WEAR
NE40,TYNE AND WEAR
NE41,NORTHUMBERLAND
NE41,TYNE AND WEAR
NE42,NORTHUMBERLAND
NE42,TYNE AND WEAR
NE43,NORTHUMBERLAND
NE44,NORTHUMBERLAND
NE44,TYNE AND WEAR
NE45,CUMBRIA
NE45,DURHAM
NE45,NORTHUMBERLAND
NE45,TYNE AND WEAR
NE46,NORTHUMBERLAND
NE46,TYNE AND WEAR
NE47,NORTHUMBERLAND
NE47,TYNE AND WEAR
NE48,NORTHUMBERLAND
NE48,TYNE AND WEAR
NE49,DURHAM
NE49,NORTHUMBERLAND
NE49,TYNE AND WEAR
NE51,TYNE AND WEAR
NE52,TYNE AND WEAR
NE53,TYNE AND WEAR
NE54,TYNE AND WEAR
NE55,TYNE AND WEAR
NE61,NORTHAMPTONSHIRE
NE61,NORTHUMBERLAND
NE61,TYNE AND WEAR
NE62,NORTHUMBERLAND
NE62,TYNE AND WEAR
NE63,NORTHUMBERLAND
NE63,TYNE AND WEAR
NE64,NORTHUMBERLAND
NE64,TYNE AND WEAR
NE65,NORTHUMBERLAND
NE65,TYNE AND WEAR
NE66,NORTHUMBERLAND
NE67,NORTHUMBERLAND
NE68,NORTHUMBERLAND
NE69,NORTHUMBERLAND
NE70,NORTHUMBERLAND
NE71,NORTHUMBERLAND
NE77,TYNE AND WEAR
NE81,TYNE AND WEAR
NE82,TYNE AND WEAR
NE83,TYNE AND WEAR
NE84,TYNE AND WEAR
NE89,TYNE AND WEAR
NE95,TYNE AND WEAR
NE96,TYNE AND WEAR
NE97,TYNE AND WEAR
NE98,TYNE AND WEAR
NG10,CITY OF DERBY
NG10,CITY OF NOTTINGHAM
NG10,DERBYSHIRE
NG10,LEICESTERSHIRE
NG10,NOTTINGHAMSHIRE
NG11,CITY OF NOTTINGHAM
NG11,NOTTINGHAMSHIRE
NG11,SOUTH YORKSHIRE
NG12,CITY OF NOTTINGHAM
NG12,NOTTINGHAMSHIRE
NG13,CITY OF NOTTINGHAM
NG13,LEICESTERSHIRE
NG13,NOTTINGHAMSHIRE
NG13,RUTLAND
NG14,CITY OF NOTTINGHAM
NG14,NORTHAMPTONSHIRE
NG14,NOTTINGHAMSHIRE
NG15,CITY OF NOTTINGHAM
NG15,NOTTINGHAMSHIRE
NG16,CITY OF DERBY
NG16,CITY OF NOTTINGHAM
NG16,DERBYSHIRE
NG16,NOTTINGHAMSHIRE
NG17,CITY OF NOTTINGHAM
NG17,NOTTINGHAMSHIRE
NG18,CITY OF NOTTINGHAM
NG18,NOTTINGHAMSHIRE
NG19,CITY OF NOTTINGHAM
NG19,DERBYSHIRE
NG19,NOTTINGHAMSHIRE
